id,book_name,char,label,baseline_loss,primed_loss,delta,baseline_ppl,primed_ppl,ppl_ratio
126,The Count of Monte Cristo,Faria,1,3.114551544189453,3.0506491661071777,-0.06390237808227539,22.523326873779297,21.12905502319336,0.9380965406043505
4,In Search of the Castaways,Jacques Paganel,1,1.6379258632659912,1.5522507429122925,-0.08567512035369873,5.144488334655762,4.722086429595947,0.9178923388329387
125,The Count of Monte Cristo,Faria,1,3.003706455230713,2.979531764984131,-0.02417469024658203,20.16012191772461,19.678600311279297,0.9761151441241056
40,In Search of the Castaways,Tom Ayrton/Ben Joyce,1,2.5188958644866943,2.53934907913208,0.020453214645385742,12.414880752563477,12.671420097351074,1.020663858952864
96,The Count of Monte Cristo,Noirtier,0,3.1207187175750732,3.1888439655303955,0.06812524795532227,22.662662506103516,24.260364532470703,1.0704993080992533
45,In Search of the Castaways,Tom Ayrton/Ben Joyce,0,2.029670476913452,2.0570826530456543,0.02741217613220215,7.611577987670898,7.823113918304443,1.0277913372202436
54,In Search of the Castaways,Thalcave,1,1.7537649869918823,1.707527756690979,-0.04623723030090332,5.776309490203857,5.5153093338012695,0.9548154133975643
8,In Search of the Castaways,Jacques Paganel,1,1.6396570205688477,1.5816125869750977,-0.05804443359375,5.153401851654053,4.862791061401367,0.943607970304235
32,In Search of the Castaways,Tom Ayrton/Ben Joyce,1,1.7057852745056152,1.6877137422561646,-0.018071532249450684,5.505707263946533,5.4071044921875,0.982090807405486
14,In Search of the Castaways,Jacques Paganel,0,1.7777338027954102,1.7472648620605469,-0.03046894073486328,5.916433334350586,5.738884449005127,0.9699905542221499
63,In Search of the Castaways,Thalcave,0,2.319256544113159,2.3268072605133057,0.007550716400146484,10.168111801147461,10.245179176330566,1.0075793202012597
41,In Search of the Castaways,Tom Ayrton/Ben Joyce,1,2.1983063220977783,2.308196783065796,0.10989046096801758,9.009740829467773,10.0562744140625,1.1161557923144552
23,In Search of the Castaways,Jacques Paganel,1,1.982452154159546,2.0202949047088623,0.037842750549316406,7.260525226593018,7.540548324584961,1.0385678844508806
90,The Count of Monte Cristo,Noirtier,1,3.1928107738494873,3.2396633625030518,0.04685258865356445,24.356792449951172,25.525127410888672,1.047967521312103
100,The Count of Monte Cristo,Noirtier,1,2.7079648971557617,2.7682759761810303,0.060311079025268555,14.998720169067383,15.931144714355469,1.062166940564107
138,The Count of Monte Cristo,Faria,1,3.290654420852661,3.2499148845672607,-0.04073953628540039,26.860435485839844,25.788145065307617,0.9600791870594387
130,The Count of Monte Cristo,Faria,0,3.4538826942443848,3.4256529808044434,-0.028229713439941406,31.622936248779297,30.742712020874023,0.9721650064060938
48,In Search of the Castaways,Thalcave,1,1.977925419807434,1.8726146221160889,-0.10531079769134521,7.2277326583862305,6.505282878875732,0.900044756266372
